person_id,name,stratum,date,queries,corpora_searched,result,hits
bishop_j_e,J. E. Bishop,letter_list_only_present,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",corroborated_enrichment,fergus_chicago_directory_1839;norris_directory_1844;andreas_1884_v1;chicago_democrat_1833_1835
heere_anthony,Anthony Heere,letter_list_only_uncertain,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",no_corroboration_yet,chicago_democrat_1833_1835
cohen_peter,Peter Cohen,established_profile,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",corroborated,chicago_voter_lists_1833_1835_irad;andreas_1884_v1;chicago_democrat_1833_1835
blair_william_g,William G Blair,letter_list_only_present,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",corroborated_enrichment,fergus_chicago_directory_1843;norris_directory_1844;andreas_1884_v1;chicago_democrat_1833_1835
winsor_aram,Aram Winsor,letter_list_only_uncertain,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",no_corroboration_yet,chicago_democrat_1833_1835
couch_ira,Ira Couch,established_profile,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",corroborated_enrichment,census_1840_chicago_name_crosswalk;second_presbyterian_chicago_1892;andreas_1884_v1;chicago_democrat_1833_1835
bloget_josiah_i,Josiah I Bloget,letter_list_only_present,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",no_corroboration_yet,chicago_democrat_1833_1835
knox_archibald,Archibald Knox,letter_list_only_uncertain,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",candidate_identity,second_presbyterian_chicago_1892;chicago_democrat_1833_1835
couch_james,James Couch,established_profile,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",corroborated_enrichment,fergus_chicago_directory_1839;fergus_chicago_directory_1843;norris_directory_1844;andreas_1884_v1;chicago_democrat_1833_1835
blood_amos,Amos Blood,letter_list_only_present,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",no_corroboration_yet,chicago_democrat_1833_1835
parcell_aron,Aron Parcell,letter_list_only_uncertain,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",no_corroboration_yet,chicago_democrat_1833_1835
davis_john,John Davis,established_profile,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",candidate_identity,census_1840_chicago_name_crosswalk;andreas_1884_v1;chicago_democrat_1833_1835
bly_rouse,Rouse Bly,letter_list_only_present,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",no_corroboration_yet,chicago_democrat_1833_1835
brundage_asa,Asa Brundage,letter_list_only_uncertain,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",no_corroboration_yet,chicago_democrat_1833_1835
davis_t_o,T. O. Davis,established_profile,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",corroborated,andreas_1884_v1;fergus_chicago_directory_1839;chicago_democrat_1833_1835
boardman_elect,Elect Boardman,letter_list_only_present,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",no_corroboration_yet,chicago_democrat_1833_1835
doel_asa,Asa Doel,letter_list_only_uncertain,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",no_corroboration_yet,chicago_democrat_1833_1835
garrett_a,A. Garrett,established_profile,2026-09-05,"exact 'Given Surname' and 'Surname, Given' within 30 characters; 'G. Surname' and 'Surname, G.' initial forms; surname alone for the file census; run over every committed .json/.txt/.md/.csv under data/research/ and data/sources/, and over the fetched Andreas vol. 1 OCR","data/research/** and data/sources/** (794 files, 42.8 MB) + Andreas History of Chicago vol. 1 OCR (5.2 MB, fetched)",corroborated_enrichment,andreas_1884_v1;fergus_chicago_directory_1843;norris_directory_1844;chicago_democrat_1833_1835
