building_id,research_record_id,canonical_name,year_started,year_completed,completion_precision,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,fire_fate_1871,notes,confidence,needs_review
CHI-B1830-052,B1830_052,Bigelow's Building,,1837,active_by,,unknown,,unknown,Clark Street between Lake and South Water Streets,Clark Street between Lake Street and Wacker Drive,,,commercial/office building,post office and commercial uses,,Bigelow,material not stated,,unknown,"Verified: the post office moved here in May 1837. The cited source establishes existence/use by that date, not exact construction.",medium,true
CHI-B1830-047,B1830_047,Charles Chapman residence,,1837,active_by,,unknown,,unknown,Southwest corner of Randolph and Wells Streets,Southwest corner of Randolph and Wells Streets,,,house,residence,,Charles Chapman,brick,3,unknown,Verified: listed among brick buildings standing in spring 1837. Exact completion date and fate are not given.,medium,true
CHI-B1830-038,B1830_038,Charles Morgan furniture factory,,1837,seasonal_exact,1852,exact,Fire,destroyed,Lake Street,"Lake Street, exact frontage unknown",,,factory,furniture manufacture,,Charles Morgan,material not stated,,not exposed,Verified: manufacture began in a Lake Street factory in spring 1837; the factory burned in 1852 and was rebuilt.,high,true
CHI-B1830-032,B1830_032,City Hotel,1836,1837,range,,unknown,,altered/replaced,Opposite courthouse at Clark and Randolph Streets,Clark and Randolph Streets,,,hotel,lodging,,Francis C. Sherman,brick,2 initially,unknown,Verified: built in 1836-37 and opened in December 1837 under Jacob Russell; enlarged by two stories and renamed Sherman House in 1844. The original fabric's final disposition needs a later-volume check.,high,true
CHI-B1830-049,B1830_049,Frontless Block,,1837,active_by,,unknown,,altered,"North Division, exact location not stated",,,,commercial/residential block,stores converted or repaired as dwellings,J. M. Van Osdel repaired/reconfigured,Owner unknown,brick; three-building group,3,unknown,Verified: three attached/adjacent buildings stood in spring 1837 after their store fronts failed from frost; Van Osdel repaired/reconfigured them as dwellings. Exact location and original builder are unresolved.,medium,true
CHI-B1830-043,B1830_043,Joseph Laframboise residence,,1837,active_by,,unknown,,unknown,Jackson and Canal Streets,Jackson Boulevard and Canal Street,,,house,residence,,Joseph Laframboise,brick,2,unknown,Verified: listed among brick buildings standing in spring 1837. Exact completion and fate are not supplied.,medium,true
CHI-B1830-033,B1830_033,Lyman and Gage flour mill,1836,1837,exact,,unknown,,unknown,West bank of South Branch at west end of later Van Buren Street bridge,South Branch near Van Buren Street,,,mill,steam flour milling,Elihu Granger,Lyman and Gage,industrial mill construction; material not stated,,unknown,Verified: built during winter 1836-37 and completed February 1837.,high,true
CHI-B1830-050,B1830_050,North Water Street brick store pair,,1837,active_by,,unknown,,unknown,North Water Street near foot of Cass Street,Near Wacker Drive and Wabash Avenue,,,commercial buildings,stores,,Owners unknown,brick,2,unknown,Verified: two two-story brick stores are listed in the spring 1837 inventory. They are recorded as one paired/group record because individual names and parcels are absent.,medium,true
CHI-B1830-048,B1830_048,P. F. W. Peck residence,,1837,active_by,,unknown,,unknown,Southwest corner of LaSalle and Washington Streets,Southwest corner of LaSalle and Washington Streets,,,house,residence,,P. F. W. Peck,brick,2,unknown,Verified: listed among brick buildings standing in spring 1837. Exact completion date and fate are not given.,medium,true
CHI-B1830-045,B1830_045,Peter Pruyn building,,1837,active_by,,unknown,,unknown,"South Division, exact location not stated",,,,mixed-use/unknown,use not stated,,Peter Pruyn,brick,2,unknown,"Verified: listed in the spring 1837 brick-building inventory. Address, use, exact completion, and fate are unresolved.",low,true
CHI-B1830-046,B1830_046,Saloon Building,,1837,active_by,,unknown,,unknown,South Division; later accounts associate it with Clark Street between Lake and South Water,"Clark Street between Lake Street and Wacker Drive, approximate",,,assembly/commercial building,public hall and commercial uses,,Owner not established in cited passage,brick,4,unknown,Verified: listed as a four-story brick building in spring 1837; the post-office account places the later Saloon Building near Bigelow's Building on Clark. Exact parcel and construction date require directory/deed reconciliation.,medium,true
CHI-B1830-051,B1830_051,South Water and LaSalle three-story building,,1837,active_by,,unknown,,unknown,Southwest corner of South Water and LaSalle Streets,Southwest corner of Wacker Drive and LaSalle Street,,,commercial building,use not stated,,Owner unknown,brick,3,unknown,"Verified: listed among brick buildings standing in spring 1837. Exact completion, use, owner, and fate remain unresolved.",medium,true
CHI-B1830-036,B1830_036,St. James Episcopal Church,1837,1837,exact,1857,approximate,Replaced by a new church building,demolished/replaced,Cass and Illinois Streets,Wabash Avenue and Illinois Street vicinity,,,church,Episcopal worship,Augustine Deodat Taylor,St. James congregation,brick; Gothic; 44 by 64 feet; tower and bell,1,not exposed,"Verified: erected and dedicated June 25, 1837; described as Chicago's first brick church. A replacement building was erected in 1857, so the original was not exposed to the 1871 fire.",high,false
CHI-B1830-034,B1830_034,William B. Ogden House,1836,1837,exact,1871,inferred,Great Chicago Fire,destroyed,"Center of Block 35, Kinzie Addition, bounded by Rush, Ontario, Cass, and Erie Streets","Block bounded by Rush, Ontario, Wabash, and Erie Streets",,,house,residence,J. M. Van Osdel,William B. Ogden,Greek Revival; near-square plan; columned recessed porches; observatory,2,destroyed,"Verified: plans made in fall 1836 and construction supervised/completed in 1837; Andreas says it still stood when the Great Fire began. Inference: Andreas also says the fire destroyed nearly every pre-1838 building, so destruction in 1871 is recorded as inferred rather than directly stated.",medium,true
CHI-B1830-042,B1830_042,William Norton residence,,1837,active_by,,unknown,,unknown,Indiana Street near Dearborn Street,Grand Avenue vicinity near Dearborn Street,,,house,residence,,William Norton,brick,2,unknown,"Verified: listed among the brick buildings standing in spring 1837. The construction year is only an active-by bound, not an exact completion date.",medium,true
CHI-B1830-041,B1830_041,Illinois and Michigan Canal south-channel origin,1836,1838,range,,,,extant archaeological/infrastructure site,South fork of South Branch at canal origin,2800 South Ashland Avenue along south fork of South Branch,,,canal infrastructure,transportation canal and turning basin approach,Canal commissioners and contractors,State of Illinois / Illinois and Michigan Canal,excavated earth channel with later masonry and industrial remains,,survived,"Verified by official landmark record: south channel excavated 1836-38. This is a landscape/infrastructure record included for the requested year-by-year city model, not a conventional building.",high,false
CHI-B1830-040,B1830_040,Illinois-Indiana State Line Boundary Marker,,1838,exact,,,,extant/relocated,State line near Lake Michigan,"Avenue G near 103rd Street, approximately 191 feet north of original position",,,monument/marker,boundary survey marker,Office of the U.S. Surveyor-General,United States government,sandstone obelisk,,survived,Verified by official landmark record: erected in 1838 and moved about 191 feet north in 1988 while remaining on the state line. Survived because it lay far outside the 1871 burn district.,high,false
CHI-B1830-039,B1830_039,"Ira Miltimore sash, door, and blind factory",1837,1838,range,1842,exact,Fire in July,destroyed,South Branch,"South Branch, exact bank/lot unknown",,,factory,"sash, door, and blind manufacture",,Ira Miltimore; acquired David Scott operation in 1838,material not stated,,not exposed,"Verified: business established in 1837 or 1838, with Miltimore acquiring David Scott's works in 1838; burned July 1842. This industrial building is unrelated to the 1845 Dearborn School nickname 'Miltimore's Folly.'",medium,true
CHI-B1830-037,B1830_037,St. James parsonage,,1838,exact,,unknown,,unknown,Church lots at Cass and Illinois Streets,Wabash Avenue and Illinois Street vicinity,,,parsonage,clergy residence,,St. James congregation,material not stated,,unknown,"Verified: erected in 1838 using funds remaining after church construction. Size, builder, and fate are not stated in the cited passage.",high,true
CHI-B1830-053,B1830_053,Elihu Granger foundry and finishing shop,,1839,exact,,unknown,,unknown,North Water Street west of Clark Street bridge,Near Wacker Drive west of Clark Street,,,foundry,machine finishing and metalwork,Elihu Granger,Elihu Granger,industrial construction; material not stated,,unknown,"Verified: built in 1839. An 1839 directory also places Granger's foundry on North Water near LaSalle, a minor location discrepancy requiring directory/plat reconciliation.",medium,true
CHI-B1830-055,B1830_055,Lake Street Greek Revival business block,,1839,exact,,unknown,,relocated; later fate unknown,Originally Lake Street; moved before 1871 to State Street near Twelfth Street,State Street near Roosevelt Road after move,,,commercial block,stores/business,Architect/builder unknown,Owner unknown,"Greek Revival with Ionic-derived cornice, pediment, entablature, and frieze",,survived,"Verified: Andreas calls it the finest business block erected in 1839 and says it was moved to State near Twelfth before the fire, where it survived 1871. Name, original frontage, owner, and final fate require further research.",medium,true
CHI-B1830-054,B1830_054,Rankin Brothers brass foundry,,1839,circa,,unknown,,unknown,Corner of Clark and Illinois Streets; 1839 directory lists 55 Clark Street,Clark Street and Illinois Street,,,foundry,brass casting,,Rankin Brothers,industrial construction; material not stated,,unknown,Verified: described as established about 1839; directory address provides an active-by check. Exact completion date and fate are unknown.,medium,true
CHI-CHI1840-006,CHI1840-006,American Temperance House,1840,1840,approximate,1861,exact,redevelopment,demolished,northwest corner Lake Street and Wabash Avenue,Lake Street and Wabash Avenue,,,hotel,temperance hotel,,Asher Rossetter,wood frame,,not present,Built in 1840 and opened in spring 1841; Andreas says it was torn down in 1861 for a business block. Printed p. 636.,high,false
CHI-CHI1840-003,CHI1840-003,Clark Street floating bridge,1840,1840,exact,1849,exact,ice and flood,demolished,Clark Street crossing of Chicago River,Clark Street at Chicago River,,,bridge,transportation crossing,William B. Ogden (principal promoter and work leader),City of Chicago,floating swing or pontoon bridge,,not present,"Pile driving began April 18, 1840; cost about $3,000. Andreas describes it as the first floating bridge in the West and says it was swept away in the 1849 flood. Printed pp. 198-200.",high,false
CHI-CHI1840-002,CHI1840-002,First Unitarian Church,1840,1840,exact,,,unknown,unknown,Washington Street between Clark and Dearborn streets,,,,church,religious,Alexander Lloyd (contractor),First Unitarian Society,,one main story plus tower,uncertain,"Built in fall 1840 for $3,758.45 and dedicated May 3, 1841. A tower was erected late in 1844, a bell hung December 31, 1844, and a steeple added in 1845 for $461. Andreas printed pp. 343-345.",high,true
CHI-CHI1840-004,CHI1840-004,Gurdon S. Hubbard packing house,,1840,exact,,,unknown,unknown,South Water Street between Clark and LaSalle streets,,,,packing house,meat packing,,Gurdon S. Hubbard,,,uncertain,Andreas says Hubbard built this packing house in 1840 and used it until moving operations in 1848. Later building history is unresolved. Printed p. 562.,high,true
CHI-CHI1840-005,CHI1840-005,James Carney brewery,,1840,approximate,,,unknown,unknown,South Water Street between State Street and Wabash Avenue,South Water Street between State Street and Wabash Avenue,,,brewery,brewing,,James Carney,,,uncertain,The business began in 1840 at this establishment; the source does not explicitly distinguish construction from adaptation of an existing building. Carney continued until 1855. Andreas printed pp. 564-565.,medium,true
CHI-B1830-056,B1830_056,Second Tremont House,1839,1840,exact,1849,exact,Fire on July 21,destroyed,Northwest corner of Lake and Dearborn Streets,Northwest corner of Lake and Dearborn Streets,,,hotel,lodging,,Owners/developers not stated in cited passage,wood/frame,3,not exposed,"Verified: construction began in December 1839 and completed May 20, 1840; included because its start belongs to the decade. Destroyed by fire July 21, 1849.",high,false
CHI-CHI1840-001,CHI1840-001,Tremont House II,1839,1840,exact,1849,exact,fire,demolished,northwest corner Lake and Dearborn streets,Lake Street and Dearborn Street,,,hotel,hotel,,Ira and James Couch,wood frame,,not present,"Construction began December 1839; completed May 20, 1840; burned July 21, 1849. Andreas printed pp. 635-636.",high,false
CHI-CHI1840-007,CHI1840-007,Wells Street floating bridge,,1841,exact,1849,exact,ice and flood,demolished,Wells Street crossing of Chicago River,Wells Street at Chicago River,,,bridge,transportation crossing,,City of Chicago; Walter L. Newberry (principal funder),floating bridge,,not present,"Constructed in 1841, largely with funds advanced by Walter L. Newberry; swept away in the 1849 flood. Andreas printed pp. 199-200.",high,false
CHI-CHI1840-058,CHI1840-058,Charles Cleaver soap and candle factory at Madison and Canal,,1842,approximate,1849,exact,business relocated,demolished,corner Madison Street and Canal Street,Madison Street and Canal Street,,,factory,soap and candle manufacture,,Charles Cleaver,,,not present,Cleaver moved his factory to this site in 1842 and moved again in 1849. The source establishes the industrial premises but not whether the 1842 move used a new or adapted building. Andreas printed pp. 564-565.,medium,true
CHI-CHI1840-008,CHI1840-008,Chicago Hydraulic Company waterworks,1840,1842,exact,1853,approximate,superseded by new waterworks,demolished,"corner Lake Street and Michigan Avenue, with lake pier",Lake Street and Michigan Avenue,,,waterworks,pumping and water distribution,Ira Miltimore (superintendent and machinist),Chicago Hydraulic Company,two-story brick pumping building; lake intake pier,2,not present,"Work began in 1840 and the system was completed in spring 1842. It used a 25-horsepower steam engine, a 320-foot suction pipe, and two reservoirs of about 1,250 barrels each; cost about $24,000. Service ended when the new works opened in 1853. Andreas printed pp. 185-188.",high,false
CHI-CHI1840-010,CHI1840-010,German Settlement public school,,1842,exact,1845,approximate,superseded by permanent school,demolished,Green Bay Road between Chicago and North avenues,,,,school,public school,,residents of the German or Dutch Settlement; City supplied materials,,,not present,The council authorized materials in March 1842; residents supplied labor and construction cost the city $211.02. The school was discontinued after a permanent building opened in 1845-46 and was deeded in January 1846 for use as a German school. Andreas printed pp. 209-210.,high,false
CHI-CHI1840-009,CHI1840-009,Hydraulic Mills,,1842,exact,1854,approximate,loss of original water-power arrangement,demolished,corner Lake Street and Michigan Avenue,Lake Street and Michigan Avenue,,,flour mill,flour milling,James Long (builder),James Long; later J. P. Hodgkiss & Co.,mill powered by surplus waterworks engine,,not present,"Built in 1842 beside the waterworks. Andreas says the mills ceased regular business after construction of the new waterworks, with final 1854 operations ending in September; a brief 1855 restart is also reported. Printed pp. 187-188 and 564.",high,false
CHI-CHI1840-012,CHI1840-012,Nancy Chapman building used as City Hall,,1842,unknown,,,unknown,unknown,"corner LaSalle and Randolph streets, opposite the jail",LaSalle Street and Randolph Street,,,civic building,leased city hall,,Nancy Chapman,,,probably destroyed,"The structure's construction date is unknown; Chicago rented it for city offices in 1842. Included as documented 1840s building stock, not as an asserted 1842 completion. Great Fire fate is inferred from location. Andreas printed p. 180.",medium,true
CHI-CHI1840-011,CHI1840-011,Saloon Building (1842 remodeling),1842,1842,exact,,,unknown,unknown,southeast corner Lake and Clark streets,Lake Street and Clark Street,,,commercial and assembly building,stores offices and public hall,,J. Young Scammon,wood frame,3,probably destroyed,"The pre-existing 1836 building was rebuilt or remodeled by Scammon in 1842; this record represents that alteration, not original construction. Andreas printed p. 180 later describes a square three-story frame with stores, offices, and a hall. Great Fire fate is a spatial inference from its Loop location.",high,true
CHI-CHI1840-018,CHI1840-018,Second Presbyterian Church first building,,1842,exact,,,unknown,demolished,Randolph Street near Dearborn Street; described in 1846 as south side Randolph just east of Clark,,,,church,religious,,Second Presbyterian Church,wood or balloon frame,1,not present,"Dedicated September 13, 1842 and cost about $1,600 plus the lot. It was superseded by the congregation's Washington-and-Wabash stone church project begun in 1849. Andreas printed pp. 303-304.",high,true
CHI-CHI1840-032,CHI1840-032,Canal Street Methodist Episcopal Church first building,,1843,approximate,,,unknown,demolished,west side Canal Street south of Randolph Street,,,,church,religious,,Canal Street Methodist Episcopal congregation,wood frame,1,not present,"The congregation organized in 1843 and its first building was a low 30-by-60-foot frame seating about 300 and costing $1,400. It was sold and converted to a furniture factory in 1853. Andreas printed pp. 327-328.",medium,true
CHI-CHI1840-015,CHI1840-015,First German Evangelical Association Church,,1843,exact,1852,exact,relocated,relocated,corner Wabash Avenue and Monroe Street,Wabash Avenue and Monroe Street,,,church,religious,,German Evangelical Association; land donated by Grant Goodrich,wood frame,1,not present,A 30-by-40-foot frame building costing $500 was erected following the congregation's 1843 organization. It moved to Clark Street near Van Buren in 1852. Andreas printed pp. 334-335.,high,false
CHI-CHI1840-033,CHI1840-033,First German Evangelical congregation church at LaSalle and Ohio,,1843,approximate,1855,approximate,superseded by new brick church,demolished,southwest corner LaSalle and Ohio streets,LaSalle Street and Ohio Street,,,church,religious,,First German Evangelical congregation,frame; 30 by 48 feet,1,not present,The congregation began in 1843 and erected this building; H. Rothget and John E. Strobbach enlarged it in 1847. It remained with the United Evangelical group after the 1848 split and was replaced by a brick church in 1854-55. Andreas printed pp. 350-351.,medium,true
CHI-CHI1840-013,CHI1840-013,First North Side smallpox hospital,,1843,approximate,1845,exact,fire,demolished,north of present North Avenue near the lake,near North Avenue and Lake Michigan,,,hospital,smallpox isolation hospital,,City of Chicago,,1,not present,Andreas says a small one-story building was erected in 1843 and burned early in 1845. Printed p. 597.,high,false
CHI-CHI1840-016,CHI1840-016,St. Mary's Catholic Cathedral,1843,1843,exact,1871,exact,Great Chicago Fire,demolished,southwest corner Wabash Avenue and Madison Street,Wabash Avenue and Madison Street,,,church and cathedral,religious,Peter Page (brickwork); Augustine D. Taylor (woodwork),Roman Catholic Diocese,brick on stone foundation with Ionic portico,,destroyed,"Opened for services December 25, 1843 and consecrated in 1845; 55 by 112 feet including portico and cost about $4,000. Andreas printed pp. 291-292 and 505.",high,false
CHI-CHI1840-014,CHI1840-014,Tabernacle Baptist Church,1843,1843,exact,1851,exact,fire,demolished,west side LaSalle Street between Randolph and Washington streets,,,,church,religious,P. L. Updike (construction contractor),Tabernacle Baptist Church,wood frame,1,not present,"Built and dedicated October 13, 1843, after an eight-week campaign; 40 by 72 feet and cost about $2,200. Destroyed by fire June 26, 1851. Andreas printed pp. 319-321.",high,false
CHI-CHI1840-022,CHI1840-022,Allan Robbins brick store near Lake and South Water,,1844,exact,1871,approximate,Great Chicago Fire,demolished,near the Denker and Borges building at Lake and South Water streets,,,,commercial building,store,,Allan Robbins,brick; 20 by 100 feet,4,probably destroyed,A contemporary building-season description identifies a four-story 20-by-100-foot store but gives limited construction detail. Destruction in 1871 is inferred from location. Chicagology section Chicago Improvements 1844.,medium,true
CHI-CHI1840-060,CHI1840-060,City Hotel to Sherman House enlargement,1844,1844,exact,,,successive replacement or redevelopment,demolished,City Hotel site; historical address requires parcel reconciliation,,,,hotel,hotel,,Francis C. Sherman,,5 after enlargement,uncertain,"The older City Hotel was remodeled in 1844 by adding two stories and renamed the Sherman House. This record represents the alteration, not original construction. Successive Sherman House rebuildings make demolition and fire fate ambiguous without parcel-level lifecycle work. Andreas hotel chapter printed pp. 633-636.",medium,true
CHI-CHI1840-021,CHI1840-021,Denker and Borges triangular building,,1844,exact,1871,approximate,Great Chicago Fire,demolished,junction of Lake Street and South Water Street,,,,commercial building,commercial,J. M. Van Osdel (architect); Robert Malcom (mason); Alexander Lloyd (builder),Denker and Borges,brick triangular building with circular corners and cast-iron balcony,4,probably destroyed,"The building fronted 54 feet on Lake and 72 feet on South Water and cost about $5,500. Destruction in 1871 is inferred from location. Chicagology section Chicago Improvements 1844.",medium,true
CHI-CHI1840-024,CHI1840-024,First Baptist Church brick building,1844,1844,exact,1852,exact,fire,demolished,southeast corner Washington and LaSalle streets,,,,church,religious,,First Baptist Church,"brick with eight-foot basement, six-column Ionic portico, and 112-foot spire",,not present,"Church history dates erection to 1844; Andreas' architecture summary groups it with 1844-45 construction. It measured 55 by 80 feet, cost about $4,500, and burned October 20, 1852. Printed pp. 316-317 and 505-506.",high,false
CHI-CHI1840-026,CHI1840-026,First Universalist Church,1844,1844,exact,,,unknown,unknown,Washington Street near Clark Street Methodist Church,,,,church,religious,,First Universalist Society,frame on six-foot stone foundation; Ionic detailing,1,uncertain,"Dedicated October 23, 1844; 30 by 45 feet and cost about $3,000. Later sold to Olivet Presbyterian after 1857; physical fate unresolved. Andreas printed p. 343 and p. 505.",high,true
CHI-CHI1840-020,CHI1840-020,George Smith five-building block,,1844,exact,1871,approximate,Great Chicago Fire,demolished,State Street between Lake and Randolph streets,,,,mixed-use commercial block,stores and dwellings,J. M. Van Osdel (architect); Peter Page (mason); Campbell & Butler (builders),George Smith,five brick buildings with Milwaukee pressed-brick fronts; each 20 by 50 feet,3,probably destroyed,"Cost about $8,000. Kept as an aggregate record because the five component buildings are not separately named. Destruction in 1871 is inferred from location. Chicagology section Chicago Improvements 1844.",medium,true
CHI-CHI1840-019,CHI1840-019,Peck-Robbins-High-Magie commercial block,,1844,exact,1871,approximate,Great Chicago Fire,demolished,South Water Street between Clark and Dearborn streets,,,,commercial block,stores,J. M. Van Osdel (architect and superintendent); A. H. Heald (mason); P. L. Updike & Co. and Shepard & Johnson (builders),P. E. W. Peck; Allan Robbins; John High Jr.; H. H. Magie,four brick stores described as fireproof; each 20 by 120 feet,4,probably destroyed,"The source treats this as four separately owned stores in one coordinated block; retained as one aggregate record until parcel identities are resolved. Cost $13,000. Destruction in 1871 is inferred from location. Chicagology section Chicago Improvements 1844.",medium,true
CHI-CHI1840-023,CHI1840-023,Rush Medical College first building,1844,1844,exact,1871,exact,Great Chicago Fire,demolished,southwest corner Dearborn and Indiana streets,,,,college,medical education,John M. Van Osdel,Rush Medical College,brick with stone facings and central circular dome,,destroyed,"Cost about $3,500; first lecture December 11 and formal opening December 13, 1844. Andreas describes large lecture rooms, museum, library, and a Pantheon-like central feature. Printed pp. 464-466 and 505-506; Norris 1846 pp. 29 and 32 corroborates the college.",high,false
CHI-CHI1840-025,CHI1840-025,Trinity Episcopal Church first building,1844,1844,exact,,,unknown,unknown,Madison Street between Clark and LaSalle streets,,,,church,religious,,Trinity Episcopal Church,,,probably destroyed,"Cornerstone laid June 5, 1844; first service held August 25 after completion that month. Great Fire fate is inferred from the Loop location but later congregation/building history needs resolution. Andreas printed pp. 336-337.",high,true
CHI-CHI1840-017,CHI1840-017,Wadsworth-Dyer-Chapin packing house,1844,1844,exact,,,unknown,unknown,South Branch near North Street,,,,packing house,meat packing,,Thomas Dyer; John P. Chapin; Julius Wadsworth,,,uncertain,Built in 1844 after Dyer and Chapin began packing in Reynolds' house; Julius Wadsworth joined them. The later Wadsworth & Dyer firm packed beef for the English market. Andreas printed pp. 562-563.,high,true
CHI-CHI1840-027,CHI1840-027,Dearborn School,1844,1845,exact,1871,exact,Great Chicago Fire,demolished,Madison Street opposite the later McVicker's Theatre,,,,school,public school,Ira Miltimore (principal advocate and building agent; architectural attribution not established),City of Chicago,brick,2,destroyed,"Proposals were authorized in June 1844 and the first permanent public school was completed in spring 1845 for about $7,523.42. Norris calls it one of two large two-story brick schools. Andreas printed pp. 210-211; Norris 1846 pp. 6-7 and 26.",high,false
CHI-CHI1840-029,CHI1840-029,First Methodist Episcopal Church at Clark and Washington,1845,1845,exact,1871,exact,Great Chicago Fire,demolished,corner Clark and Washington streets,Clark Street and Washington Street,,,church,religious,Sullivan and John M. Van Osdel (design features),First Methodist Episcopal Church,brick with eight-foot stone basement and 148-foot spire,,destroyed,"Cornerstone laid May 8, 1845 and dedicated in November; 66 by 95 feet, capacity about 1,000, cost $12,000. Andreas printed pp. 325-327 and 505.",high,false
CHI-CHI1840-031,CHI1840-031,Second North Side smallpox hospital,,1845,exact,,,unknown,unknown,north of present North Avenue near the lake,near North Avenue and Lake Michigan,,,hospital,smallpox isolation hospital,,City of Chicago,,1,uncertain,Erected on the same site after the 1843 hospital burned early in 1845. Later fate is not stated in the cited passage. Andreas printed p. 597.,high,true
CHI-CHI1840-028,CHI1840-028,North Division School at Ohio and LaSalle,1844,1846,approximate,,,unknown,unknown,corner Ohio and LaSalle streets,Ohio Street and LaSalle Street,,,school,public school,,City of Chicago,brick,2,uncertain,"Andreas says the 45-by-70-foot, two-story school arose in the 1844-45 program and was ready by 1846, costing about $4,000. Norris corroborates two large two-story brick schools completed within the preceding two years. Exact completion year and fate need review. Andreas printed pp. 210-211; Norris 1846 pp. 6-7 and 26.",medium,true
CHI-CHI1840-038,CHI1840-038,St. Joseph's German Catholic Church first building,1846,1846,exact,,,unknown,demolished,northeast corner Chicago Avenue and Cass Street,,,,church,religious,,St. Joseph's German Catholic congregation,frame; 36 by 65 feet with small steeple,1,uncertain,Built in 1846 for about $900 and seating about 600. Later replaced after 1861; exact removal date and 1871 status need review. Andreas printed pp. 295-296.,high,true
CHI-CHI1840-034,CHI1840-034,St. Patrick's Catholic Church first building,1846,1846,exact,,,unknown,relocated,Desplaines Street between Randolph and Washington streets,,,,church,religious,Augustine D. Taylor,Roman Catholic Diocese,wood frame,1,survived outside main fire zone,"Opened April 12, 1846 and cost $750; later enlarged, moved to Desplaines and Adams, and used as a school. The cited source does not give the move date or final demolition. Andreas printed pp. 294-295.",high,true
CHI-CHI1840-035,CHI1840-035,St. Peter's German Catholic Church first building,1846,1846,exact,1853,exact,relocated,relocated,Washington Street between Wells and Franklin streets,,,,church,religious,,St. Peter's German Catholic congregation under Rev. John Jung,frame; 40 by 60 feet with small steeple,1,not present,"Built in spring 1846 for about $900, seating about 700; moved with associated buildings in 1853 to Clark and Polk. Andreas printed pp. 294-295.",high,false
CHI-CHI1840-036,CHI1840-036,St. Peter's German Catholic rectory first building,1846,1846,approximate,1853,exact,relocated,relocated,Washington Street between Wells and Franklin streets,,,,rectory,clergy residence,,St. Peter's German Catholic congregation,wood frame,1,not present,A separate frame rectory stood on the 1846 St. Peter's lot and was moved with the church property in 1853. Exact completion wording is less explicit than for the church. Andreas printed pp. 294-295.,medium,true
CHI-CHI1840-037,CHI1840-037,St. Peter's German Catholic schoolhouse first building,1846,1846,approximate,1853,exact,relocated,relocated,Washington Street between Wells and Franklin streets,,,,school,parish school,,St. Peter's German Catholic congregation,wood frame,1,not present,A separate frame schoolhouse stood on the 1846 St. Peter's lot and was moved with the church property in 1853. Exact completion wording is less explicit than for the church. Andreas printed pp. 294-295.,medium,true
CHI-CHI1840-030,CHI1840-030,University of St. Mary of the Lake first campus building,1845,1846,approximate,1871,approximate,Great Chicago Fire,demolished,"northeast quarter of block bounded by Chicago, Rush, Superior, and State streets",,,,college and seminary,higher education,,Roman Catholic Diocese,,,probably destroyed,"Detailed chronology says foundations began October 17, 1845, the building was under roof November 22, and it opened July 4, apparently 1846, at a cost of $12,000. Another Andreas passage says completion in June 1845, creating an internal conflict. Fire fate is strongly indicated but should be checked against diocesan records. Andreas printed pp. 293 and 466-467; Norris 1846 pp. 29-32 corroborates the institution.",medium,true
CHI-CHI1840-041,CHI1840-041,Dr. Edward Mead private insane asylum,1847,1847,approximate,,,unknown,unknown,two miles north of the city; after temporary Kinzie Street quarters,,,,hospital,private psychiatric asylum,Dr. Edward Mead,Dr. Edward Mead,,1,uncertain,"Andreas says Mead first used quarters on Kinzie Street, then purchased land two miles north and had a new asylum ready in 1847. Exact parcel, form, and later fate require review. Printed p. 597.",medium,true
CHI-CHI1840-040,CHI1840-040,Rice's first Chicago theater,1847,1847,exact,1850,exact,fire,demolished,"south side Randolph Street, one or two lots east of southeast corner Dearborn Street",,,,theater,live performance,P. L. Updike (contractor),John B. Rice,wood frame,,not present,"A 40-by-80-foot frame completed in six weeks and opened June 28, 1847; totally destroyed by fire July 30, 1850. Andreas printed pp. 484-490.",high,false
CHI-CHI1840-039,CHI1840-039,Scammon School,1846,1847,exact,,,unknown,unknown,West Madison Street near Halsted Street,,,,school,public school,,City of Chicago,brick,,survived outside main fire zone,"Completed in May 1847 at a cost of $6,795. Its west-side location was outside the main 1871 burned district, but later demolition history remains unresolved. Andreas printed p. 212.",high,true
CHI-CHI1840-045,CHI1840-045,Bull's Head cattle yards,,1848,exact,,,unknown,demolished,vicinity of Madison Street and Ashland Avenue,Madison Street and Ashland Avenue,,,stockyard,cattle market and holding yards,,,wood pens and sheds,,survived outside main fire zone,Opened in 1848 as an early makeshift cattle yard. It is included as a built complex rather than a single enclosed building; later closure date needs review. Andreas printed p. 564.,high,true
CHI-CHI1840-046,CHI1840-046,First Chicago steam grain elevator,,1848,approximate,1854,approximate,fire,demolished,possibly North Franklin Street at the river,,,,grain elevator,grain storage and transfer,,R. C. Bristol or George Steel (sources conflict),steam-powered elevator structure,,not present,"Andreas' general manufacturing narrative credits R. C. Bristol with an elevator erected in 1848, while a biographical passage credits George Steel with the first steam elevator at North Franklin and the river, 100,000-bushel capacity, burned about 1854. This unresolved internal contradiction must not be silently normalized. Andreas printed pp. 580-581 and George Steel biographical passage.",low,true
